state_long,state_short,elec_year,gelec_dem,gelec_rep,gelec_oth,state_name,temp_mean,temp_max_max,temp_max_mean,gelec_total,rep_share,dem_share,ln_temp_mean,ln_temp_max_max,ln_temp_max_mean
Maine,ME,2008,279510,444300,620,Maine,47.0,56.0,53.666666666666664,724430.0,0.613309774581395,0.3858343801333462,3.8501476017100584,4.02535169073515,3.982792076316353
Massachusetts,MA,2008,1971974,926044,97229,Massachusetts,51.77884607692309,68.0,62.76923076923077,2995247.0,0.3091711635133931,0.6583677406237282,3.9469816889635085,4.219507705176107,4.139464997502571
Michigan,MI,2008,3038386,1641070,169164,Michigan,57.617647000000005,72.0,70.23529411764706,4848620.0,0.3384612528925756,0.6266496446411556,4.05382889230745,4.276666119016055,4.2518509498963315
Minnesota,MN,2008,1212629,1212317,462700,Minnesota,56.8333335,67.0,64.5,2887646.0,0.4198288155819654,0.4199368620668877,4.0401230109880135,4.204692619390966,4.1666652238017265
Mississippi,MS,2008,480915,766111,1243473,,,,,2490499.0,0.30761345417123237,0.19309985669538515,,,
Montana,MT,2008,348289,129369,,Montana,41.29166663636364,59.0,49.27272727272727,477658.0,0.27084022459584056,0.7291597754041594,3.7206607032481647,4.07753744390572,3.8973707286412758
Nebraska,NE,2008,317456,455854,19201,,,,,792511.0,0.5752021107593459,0.4005698343619205,,,
New Hampshire,NH,2008,358438,314403,21946,,,,,694787.0,0.45251710236374604,0.5158962387033724,,,
New Jersey,NJ,2008,1951218,1461025,70202,New Jersey,53.5,62.0,62.0,3482445.0,0.4195400070927179,0.560301167714063,3.979681653901961,4.127134385045092,4.127134385045092
New Mexico,NM,2008,505128,318522,,New Mexico,61.15740744444444,80.0,71.27777777777777,823650.0,0.38672008741577124,0.6132799125842288,4.113450990437808,4.382026634673881,4.266584606719472
North Carolina,NC,2008,2249311,1887510,135149,North Carolina,56.951923076923066,72.0,63.30769230769231,4271970.0,0.44183596794921315,0.5265278080136331,4.042207457135592,4.276666119016055,4.1480068432155335
Oklahoma,OK,2008,527736,763375,55708,Oklahoma,64.09259266666666,77.0,74.22222222222223,1346819.0,0.5667985081885539,0.39183884397235264,4.160328798226805,4.343805421853684,4.307063596200426
Oregon,OR,2008,864392,805159,97953,Oregon,40.87179476923076,52.0,45.07692307692308,1767504.0,0.4555344712091175,0.489046700884411,3.7104402107111034,3.9512437185814275,3.808370432115476
Rhose Island,RI,2008,320644,116174,1994,,,,,438812.0,0.2647466340938716,0.7307092786888234,,,
South Carolina,SC,2008,790621,1076534,4276,,,,,1871431.0,0.5752464290695195,0.422468688399412,,,
South Dakota,SD,2008,237889,142784,,South Dakota,54.5,68.0,62.0,380673.0,0.37508307655126577,0.6249169234487342,3.9982007016691985,4.219507705176107,4.127134385045092
Tennessee,TN,2008,767236,1579477,77872,Tennessee,54.111111,70.0,63.0,2424585.0,0.6514422055733249,0.31644013305369784,3.9910395436929824,4.248495242049359,4.143134726391533
Texas,TX,2008,3389365,4337469,185241,Texas,68.81694746601943,87.0,78.3495145631068,7912075.0,0.5482087821462764,0.42837877547925163,4.231450044053138,4.465908118654584,4.361179773034359
Virginia,VA,2008,2369327,1228830,45137,Virginia,50.104167,55.0,53.0,3643294.0,0.3372854345545542,0.6503255021417431,3.914104178284777,4.007333185232471,3.970291913552122
West Virginia,WV,2008,447560,254629,119,,,,,702308.0,0.3625603011784004,0.6372702574938631,,,
Wyoming,WY,2008,126833,372109,562,Wyoming,41.67969826923077,67.0,51.26923076923077,499504.0,0.7449569973413627,0.2539178865434511,3.7300141581969974,4.204692619390966,3.9370907821572265
Alabama,AL,2010,515619,968181,1699,,,,,1485499.0,0.6517547302286976,0.3471015463490719,,,
Alaska,AK,2010,60045,90839,106654,Alaska,21.416667,31.0,31.0,257538.0,0.352720763537808,0.23315005940870862,3.0641694506714217,3.4339872044851463,3.4339872044851463
Arizona,AZ,2010,592011,1005615,110858,Arizona,66.76123193333333,87.0,80.33333333333333,1708484.0,0.5886007712100318,0.34651246368125194,4.201122551788945,4.465908118654584,4.386184644822546
Arkansas,AR,2010,288156,451618,40183,Arkansas,52.583333,61.0,61.0,779957.0,0.5790293567465898,0.369451136408802,3.9623992064140685,4.110873864173311,4.110873864173311
California,CA,2010,5218137,4217386,564337,California,65.53913345161288,97.6,80.60064516129032,9999860.0,0.42174450442306194,0.521821005494077,4.182647421511197,4.580877493419047,4.389506653963057
Colorado,CO,2010,854685,824789,98194,Colorado,48.569444333333344,72.0,64.51851851851852,1777668.0,0.4639724627995779,0.4807900012825792,3.8829946157596456,4.276666119016055,4.166952291408119
Connecticut,CT,2010,605204,498341,49570,Connecticut,41.179487230769226,54.0,50.15384615384615,1153115.0,0.4321693846667505,0.5248427086630562,3.7179402496223903,3.9889840465642745,3.9150952044651164
Delaware,DE,2010,174012,123053,10337,,,,,307402.0,0.400299932986773,0.5660730899603776,,,
Florida,FL,2010,1092936,2645743,1672427,Florida,73.770833,82.0,80.0,5411106.0,0.4889468068080721,0.2019801497143098,4.300963436685515,4.406719247264253,4.382026634673881
Georgia,GA,2010,996516,1489904,68838,Georgia,55.989583124999996,67.0,61.5,2555258.0,0.5830738031149888,0.3899864514659576,4.025165657807097,4.204692619390966,4.119037174812473
Hawaii,HI,2010,277228,79939,13416,Hawaii,59.625,68.0,68.0,370583.0,0.21571146005078484,0.7480861237563515,4.088074949208505,4.219507705176107,4.219507705176107
Idaho,ID,2010,112057,319953,17520,Idaho,49.5268254,70.0,60.97333333333333,449530.0,0.7117500500522769,0.24927591039530175,3.9025144500578177,4.248495242049359,4.110436610121745
Illinois,IL,2010,3360964,3456427,433066,Illinois,43.83083320000001,55.9,51.779999999999994,7250457.0,0.47671850201994165,0.463552021617396,3.780337524060666,4.023564380161053,3.9470039743233913
Indiana,IN,2010,697775,952116,94590,Indiana,44.143518481481486,62.0,53.629629629629626,1744481.0,0.5457875436877788,0.39999002568672287,3.7874461095113405,4.127134385045092,3.9821017069413327
Iowa,IA,2010,371686,718215,26162,Iowa,42.725,59.0,55.1,1116063.0,0.6435254999045753,0.33303317106650787,3.7547842290016544,4.07753744390572,4.009149716158869
Kansas,KS,2010,220971,587175,29546,,,,,837692.0,0.7009437836340803,0.2637854963399436,,,
Kentucky,KY,2010,600052,755706,338,Kentucky,50.00000007142857,68.0,60.357142857142854,1356096.0,0.55726585728444,0.4424848978243428,3.9120230068567174,4.219507705176107,4.100279297741915
Louisiana,LA,2010,476572,715415,73007,Louisiana,66.5516666,69.0,68.38,1264994.0,0.565548136987211,0.3767385457954741,4.197978587352498,4.23410650459726,4.2250803842111555
Maryland,MD,2010,1140531,655666,37661,Maryland,38.33653846153847,50.0,48.76923076923077,1833858.0,0.35753368036129296,0.6219298331713797,3.6464034482399823,3.912023005428146,3.887099596975689
Missouri,MO,2010,789736,1054160,100003,Missouri,38.64583325,64.0,48.333333333333336,1943899.0,0.5422915490979727,0.406263905686458,3.6544389619773106,4.1588830833596715,3.8781214537524646
Nevada,NV,2010,362785,321361,37258,Nevada,42.2863635,56.0,48.0,721404.0,0.44546606339859496,0.5028874250766561,3.744464658191431,4.02535169073515,3.871201010907891
New Hampshire,NH,2010,167545,273218,14386,New Hampshire,33.541667,41.0,41.0,455149.0,0.6002825448369655,0.3681102232455745,3.5127884570085057,3.713572066704308,3.713572066704308
New York,NY,2010,5166091,2577913,1361563,New York,36.98076925,62.0,49.25,9105567.0,0.2831139455675852,0.5673552234583524,3.6103980275273733,4.127134385045092,3.8969093676180977
North Carolina,NC,2010,1145074,1458046,56959,North Carolina,48.81388893333334,62.0,57.266666666666666,2660079.0,0.5481213151940224,0.43046616284704325,3.8880148816551783,4.127134385045092,4.047718720882045
North Dakota,ND,2010,52955,181689,4168,North Dakota,50.41161608333334,66.0,62.416666666666664,238812.0,0.7608034772122004,0.2217434634775472,3.9202216263653007,4.189654742026425,4.133832333729219
Ohio,OH,2010,1503297,2168742,143059,Ohio,42.706884,58.0,53.4,3815098.0,0.5684629857476794,0.3940388949379544,3.754360125038981,4.060443010546419,3.977810745966149
Oklahoma,OK,2010,265814,718482,32855,Oklahoma,54.4249999,65.0,61.9,1017151.0,0.7063670979038511,0.2613318966407151,3.9968236052832204,4.174387269895637,4.12552017969055
Oregon,OR,2010,825507,566199,50882,Oregon,54.107352999999996,71.0,63.588235294117645,1442588.0,0.39248836119529623,0.5722403070038015,3.9909700915891064,4.2626798770413155,4.152428473582992
Pennsylvania,PA,2010,1948716,2028945,,Pennsylvania,42.083333,55.0,55.0,3977661.0,0.5100849469072402,0.4899150530927598,3.7396517715665674,4.007333185232471,4.007333185232471
South Carolina,SC,2010,364598,810771,143425,South Carolina,54.75,62.0,62.0,1318794.0,0.6147821418659776,0.27646319288683446,4.00277736869661,4.127134385045092,4.127134385045092
South Dakota,SD,2010,,227947,,South Dakota,50.583333333333336,68.0,62.333333333333336,227947.0,1.0,,3.923622141271498,4.219507705176107,4.132496328186477
Utah,UT,2010,207685,390179,35965,Utah,48.75496041666667,73.0,59.416666666666664,633829.0,0.6155903248352473,0.3276672414799575,3.886806944404211,4.290459441148391,4.084574770626295
Vermont,VT,2010,151281,72699,11198,Vermont,35.804275399999995,44.4,41.660000000000004,235178.0,0.3091233023497096,0.6432616996487767,3.5780673108571124,3.7932394694381792,3.729541435832826
Washington,WA,2010,1314930,1196164,,Washington,52.23162875,67.0,60.75,2511094.0,0.47635174151186693,0.523648258488133,3.9556882261473247,4.204692619390966,4.1067670822206574
West Virginia,WV,2010,283358,230013,16577,,,,,529948.0,0.4340293764671251,0.5346901960192321,,,
Wisconsin,WI,2010,1020958,1125999,24374,Wisconsin,41.75297621428571,56.0,51.5,2171331.0,0.5185754728321016,0.47019915434358006,3.7317707353258154,4.02535169073515,3.9415818076696905
Arizona,AZ,2012,1036542,1104457,102423,Arizona,68.2317708125,91.0,85.3125,2243422.0,0.4923090706964628,0.46203612160351465,4.2229103040666836,4.51085950651685,4.446320985379279
California,CA,2012,7864624,4713887,,California,65.43238919580418,97.4,80.92615384615384,12578511.0,0.374757155278554,0.625242844721446,4.18101738351078,4.578826210648489,4.393537057926958
Connecticut,CT,2012,792983,604569,114212,Connecticut,34.40909090909091,46.0,42.27272727272727,1511764.0,0.3999096419811558,0.5245415289688073,3.538320800079133,3.828641396489095,3.7441421327889857
Delaware,DE,2012,265415,115700,18492,Delaware,37.916667,43.0,43.0,399607.0,0.2895344676144312,0.6641900667405726,3.635390777954159,3.7612001156935624,3.7612001156935624
Florida,FL,2012,4523451,3458267,208228,Florida,67.93055533333332,81.0,77.0,8189946.0,0.42225760707091353,0.5523175610681682,4.218485938251987,4.394449154672439,4.343805421853684
Hawaii,HI,2012,269489,160994,,Hawaii,66.08888900000001,83.8,72.60000000000001,430483.0,0.37398457081928904,0.626015429180711,4.191000638931018,4.428433007488037,4.284964921830751
Indiana,IN,2012,1281181,1133621,145300,Indiana,38.26064811111111,53.0,46.94444444444444,2560102.0,0.44280306019057053,0.5004413886634205,3.6444219035213012,3.970291913552122,3.848964869461009
Maine,ME,2012,92900,215399,392300,Maine,30.944444666666666,37.0,35.0,700599.0,0.3074497679842535,0.13260081730062417,3.4321934892124477,3.6109179126442243,3.5553480614894135
Maryland,MD,2012,1474028,693291,465896,Maryland,35.722028,45.0,42.38461538461539,2633215.0,0.2632868945376659,0.5597826231431918,3.575767529312677,3.8066624897703196,3.7467854516913777
Massachusetts,MA,2012,1696346,1458048,2159,Massachusetts,32.68560609090909,44.0,42.45454545454545,3156553.0,0.46191145848018395,0.5374045675773541,3.4869348002890974,3.784189633918261,3.748433984870527
Michigan,MI,2012,2735826,1767386,149706,Michigan,36.31418918918919,45.0,41.13513513513514,4652918.0,0.37984464802517476,0.5879807037218365,3.592208551649003,3.8066624897703196,3.7168626257774067
Minnesota,MN,2012,1854595,867974,120638,Minnesota,29.322916749999997,43.0,31.5,2843207.0,0.3052799180643548,0.6522898262419866,3.378369351947873,3.7612001156935624,3.449987545831587
Mississippi,MS,2012,503467,709626,28475,,,,,1241568.0,0.5715562901105699,0.4055090015206578,,,
Missouri,MO,2012,1494125,1066159,165509,Missouri,45.67222226666666,59.0,52.4,2725793.0,0.39113718466515984,0.5481432375826044,3.8214902852350403,4.07753744390572,3.9589065913269965
Montana,MT,2012,236123,218051,31892,Montana,44.18939409090909,62.0,57.72727272727273,486066.0,0.4486036875650632,0.48578382359597255,3.788484807596034,4.127134385045092,4.055729726094321
Nebraska,NE,2012,332979,455593,,Nebraska,50.095833,58.5,58.5,788572.0,0.5777443277215016,0.42225567227849836,3.9139378309790045,4.069026754237811,4.069026754237811
Nevada,NV,2012,446080,457656,94069,Nevada,61.39867408333333,82.0,75.91666666666667,997805.0,0.45866276476866724,0.4470612995525178,4.117388240185942,4.406719247264253,4.329636247471958
New Jersey,NJ,2012,1985783,1329405,59480,New Jersey,34.458333333333336,43.0,42.666666666666664,3374668.0,0.3939365294600832,0.5884380330153959,3.539750864675746,3.7612001156935624,3.7534179752515073
New Mexico,NM,2012,395717,351260,28816,New Mexico,55.42763157894737,81.0,73.10526315789474,775793.0,0.45277541818500555,0.5100806529576833,4.015078234374286,4.394449154672439,4.291900363587903
New York,NY,2012,4432525,1517578,729575,New York,31.611742374999995,52.0,41.5,6679678.0,0.22719328686203139,0.6635836338218699,3.4535286457144303,3.9512437185814275,3.7256934272366524
North Dakota,ND,2012,161163,158282,1406,North Dakota,40.01923076923076,51.0,47.84615384615385,320851.0,0.49331932890968083,0.5022985747278331,3.689360107812207,3.9318256327243257,3.8679907352776426
Ohio,OH,2012,2762766,2435744,250617,Ohio,38.91845242857143,55.0,49.271428571428565,5449127.0,0.4469971061419563,0.5070107560348658,3.661468493643669,4.007333185232471,3.897344370887482
Pennsylvania,PA,2012,3021364,2509132,98995,Pennsylvania,39.04123933333333,52.0,48.0,5629491.0,0.4457120546067131,0.5367028742030141,3.664618506259602,3.9512437185814275,3.871201010907891
Rhode Island,RI,2012,271034,146222,933,Rhode Island,34.010416500000005,45.0,43.75,418189.0,0.349655299398119,0.6481136519611945,3.526666845342236,3.8066624897703196,3.7784916128036232
Tennessee,TN,2012,705882,1506443,109152,Tennessee,42.75416679999999,52.0,48.160000000000004,2321477.0,0.6489157549267126,0.30406590287131857,3.755466659638822,3.9512437185814275,3.8745288010005656
Texas,TX,2012,3194927,4440137,229758,Texas,63.45100776576575,85.0,74.85585585585585,7864822.0,0.5645565786485696,0.406230045638668,4.150268076867453,4.442651256490317,4.315564342352647
Utah,UT,2012,301873,657608,47420,Utah,50.885914103448286,75.0,63.310344827586206,1006901.0,0.653100950341692,0.29980405223552264,3.9295861485868615,4.31748811353631,4.1480487411939615
Vermont,VT,2012,0,72898,219864,Vermont,30.5308334,40.8,38.720000000000006,292762.0,0.2490008949248878,0.0,3.418737104114138,3.708682081410116,3.6563562624083765
Virginia,VA,2012,2010067,1785542,6587,Virginia,32.539393999999994,45.7,39.56666666666667,3802196.0,0.4696080896408286,0.5286594904628799,3.482451478384533,3.822098297900159,3.6779870129475127
Washington,WA,2012,1855493,1213924,,Washington,49.4787946875,63.0,56.4375,3069417.0,0.3954900881828699,0.6045099118171301,3.9015441876378545,4.143134726391533,4.033133831177204
West Virginia,WV,2012,399898,240787,19517,West Virginia,36.458333,49.0,49.0,660202.0,0.3647171623230466,0.6057206733696656,3.5961700468668116,3.8918202981106265,3.8918202981106265
Wisconsin,WI,2012,1547104,1380126,82181,Wisconsin,36.43229175,44.0,39.5,3009411.0,0.45860336125574075,0.5140886372781917,3.595455517359148,3.784189633918261,3.676300671907076
Wyoming,WY,2012,53019,185250,6593,Wyoming,44.905600674698796,65.0,58.51807228915663,244862.0,0.7565485865507918,0.2165260432406825,3.804562523599505,4.174387269895637,4.069335634549147
Alabama,AL,2014,,795606,22484,Alabama,51.306250000000006,65.5,65.2,818090.0,0.9725164712928895,,3.9378125771144394,4.182050142641207,4.177459468932607
Alaska,AK,2014,129431,135445,17524,Alaska,19.313889,40.0,24.900000000000002,282400.0,0.479621104815864,0.45832507082152973,2.9608244744017744,3.6888794541139363,3.214867803470662
Arkansas,AR,2014,334174,478819,34512,Arkansas,53.708333,67.0,67.0,847505.0,0.564974837906561,0.39430327844673485,3.98356816638488,4.204692619390966,4.204692619390966
Colorado,CO,2014,944203,983891,112964,Colorado,45.96577382142858,70.0,62.57142857142857,2041058.0,0.4820495056975353,0.46260468835280527,3.8278970721882297,4.248495242049359,4.136308761321133
Delaware,DE,2014,130655,98823,4560,Delaware,42.041667,48.0,48.0,234038.0,0.422251941992326,0.5582640425913741,3.7386611979343054,3.871201010907891,3.871201010907891
Georgia,GA,2014,1160811,1358088,48906,Georgia,46.214285714285715,61.0,60.285714285714285,2567805.0,0.5288906283771548,0.4520635328617243,3.833288964885642,4.110873864173311,4.099095164980699
Hawaii,HI,2014,246827,98006,8941,Hawaii,66.62083333333334,81.0,72.33333333333333,353774.0,0.2770299682848372,0.6976968347023806,4.1990173414434295,4.394449154672439,4.28128506487235
Idaho,ID,2014,151574,285596,,Idaho,41.03839285714286,62.0,52.50714285714285,437170.0,0.6532836196445319,0.34671638035546815,3.714508039694723,4.127134385045092,3.960949214764783
Illinois,IL,2014,1929637,1538522,135360,Illinois,43.948958250000004,52.0,50.0,3603519.0,0.42694987871577755,0.5354868393922718,3.7830289207785914,3.9512437185814275,3.912023005428146
Iowa,IA,2014,494370,588575,46755,Iowa,41.57371792307692,50.0,47.69230769230769,1129700.0,0.5210011507479861,0.43761175533327434,3.72746818691443,3.912023005428146,3.8647701205776004
Kansas,KS,2014,,460350,405841,,,,,866191.0,0.5314647693176217,,,,
Kentucky,KY,2014,584698,806787,44383,Kentucky,45.060897538461546,59.0,56.0,1435868.0,0.5618810364183894,0.4072087406363259,3.8080148535465472,4.07753744390572,4.02535169073515
Louisiana,LA,2014,1200443,1532156,13034,Louisiana,56.3091668,70.0,68.28,2745633.0,0.5580337940285537,0.4372190310941047,4.030857342495716,4.248495242049359,4.22361689792624
Maine,ME,2014,190244,413495,269,Maine,36.0625,43.0,41.0,604008.0,0.6845853035059138,0.31496933815446154,3.585253544268318,3.7612001156935624,3.713572066704308
Massachusetts,MA,2014,1289944,791950,3078,Massachusetts,40.16254576923076,55.0,48.07692307692308,2084972.0,0.379837235224262,0.6186864859576052,3.692934864042467,4.007333185232471,3.872802292274865
Michigan,MI,2014,1704936,1290199,126640,Michigan,40.026615394736844,46.0,43.5,3121775.0,0.4132901954817372,0.5461431397201912,3.6895446177119937,3.828641396489095,3.7727609380946383
Minnesota,MN,2014,1053205,850227,78096,Minnesota,15.6666665,33.0,19.5,1981528.0,0.4290764500930595,0.5315115405888788,2.751535302403651,3.4965075614664802,2.970414465569701
Mississippi,MS,2014,239439,378481,13938,Mississippi,53.99166700000001,68.9,68.9,631858.0,0.5989969265246305,0.37894431976804915,3.9888297198417035,4.232656178019613,4.232656178019613
Montana,MT,2014,148184,213709,7933,Montana,43.45075754545456,68.0,57.90909090909091,369826.0,0.5778636439839275,0.4006857278828422,3.771628286437541,4.219507705176107,4.0588743827737925
Nebraska,NE,2014,170127,347636,22574,Nebraska,43.516667,48.0,48.0,540337.0,0.643368860544438,0.31485350808847073,3.7731440141369283,3.871201010907891,3.871201010907891
New Hampshire,NH,2014,251184,235347,1628,New Hampshire,37.38020825,49.0,44.0,488159.0,0.48211136125729526,0.5145536597706895,3.6211413731729465,3.8918202981106265,3.784189633918261
New Jersey,NJ,2014,1043866,791297,34372,New Jersey,39.697916500000005,47.0,46.0,1869535.0,0.42325872476310955,0.5583559548229907,3.681298705207651,3.8501476017100584,3.828641396489095
New Mexico,NM,2014,286409,229097,,New Mexico,53.03728068421053,70.0,65.21052631578948,515506.0,0.44441189821262994,0.5555881017873701,3.970995075411914,4.248495242049359,4.177620902462702
North Carolina,NC,2014,1377651,1423259,114371,North Carolina,45.50320515384615,60.0,58.07692307692308,2915281.0,0.4882064541977257,0.47256199316635344,3.817782766417591,4.0943445622221,4.061768391787488
Oklahoma,OK,2014,472230,1115168,54225,Oklahoma,51.14962113636364,64.0,58.27272727272727,1641623.0,0.6793082211932947,0.28766044335392477,3.9347550854564926,4.1588830833596715,4.065134184122299
Oregon,OR,2014,814537,538847,108234,Oregon,46.84912014285714,68.0,61.357142857142854,1461618.0,0.36866472635120806,0.557284461466676,3.846932228206204,4.219507705176107,4.116711592368997
Rhode Island,RI,2014,223675,92684,539,Rhode Island,39.3867755,50.0,48.5,316898.0,0.29247265681702,0.7058264804448119,3.673430112753634,3.912023005428146,3.8815637979434374
South Carolina,SC,2014,916309,1430156,132592,South Carolina,48.291667,61.0,61.0,2479057.0,0.5768951661861749,0.36961998050065004,3.877259019894308,4.110873864173311,4.110873864173311
South Dakota,SD,2014,82456,140741,56215,South Dakota,46.49999975000001,68.0,59.5,279412.0,0.5037042074069832,0.2951054357006857,3.8394523072169666,4.219507705176107,4.085976312551584
Tennessee,TN,2014,437848,850087,86130,Tennessee,45.425,59.0,53.5,1374065.0,0.6186657836419674,0.31865159217358713,3.816062614282235,4.07753744390572,3.979681653901961
Texas,TX,2014,1597387,2861531,189440,Texas,59.78678678378375,75.0,69.02702702702703,4648358.0,0.6156003905034854,0.343645433505767,4.090784679749124,4.31748811353631,4.23449812394826
Virginia,VA,2014,1073667,1055940,54866,Virginia,37.25833333333333,54.3,48.1,2184473.0,0.4833843219852111,0.49149932271994207,3.6178756334519346,3.9945242269398897,3.8732821771117156
West Virginia,WV,2014,156360,281820,15509,West Virginia,41.041667,51.0,51.0,453689.0,0.6211744168362028,0.34464137327552574,3.7145878189459705,3.9318256327243257,3.9318256327243257
Wyoming,WY,2014,29377,121554,17459,Wyoming,41.4003622826087,65.0,56.81521739130435,168390.0,0.7218599679315874,0.17445810321277985,3.7232896315806303,4.174387269895637,4.039804201663881
,,2008,,,,Arizona,66.85714278571429,81.0,77.5,,,,4.202558145793957,4.394449154672439,4.350277936359301
,,2008,,,,California,54.04787126490064,81.0,60.87417218543046,,,,3.989870158756446,4.394449154672439,4.108808982713668
,,2008,,,,Connecticut,52.403846153846146,68.0,62.69230769230769,,,,3.958979988515917,4.219507705176107,4.138238755779326
,,2008,,,,Country Of Mexico,49.03279933333334,83.0,56.333333333333336,,,,3.892489448329334,4.418840607796598,4.0312864262549635
,,2008,,,,District Of Columbia,54.958333,58.6,58.6,,,,4.006575316304168,4.070734696582967,4.070734696582967
,,2008,,,,Florida,67.0,73.0,70.0,,,,4.204692619390966,4.290459441148391,4.248495242049359
,,2008,,,,Hawaii,63.0625,70.0,69.5,,,,4.144126298113828,4.248495242049359,4.241326752570746
,,2008,,,,Indiana,57.47557468965517,76.0,70.79310344827586,,,,4.051360069549324,4.330733340286331,4.259761587032459
,,2008,,,,Maryland,53.4333333,60.0,57.5,,,,3.978434770323567,4.0943445622221,4.051784947803305
,,2008,,,,Missouri,61.90972225000001,76.0,74.16666666666667,,,,4.125677231169922,4.330733340286331,4.306314812938186
,,2008,,,,Nevada,40.745471,50.0,47.5,,,,3.707344692405947,3.912023005428146,3.8607297110405954
,,2008,,,,New York,52.86057688461539,75.0,65.11538461538461,,,,3.96765782255994,4.31748811353631,4.176160844111653
,,2008,,,,North Dakota,46.302234250000005,60.0,56.0,,,,3.835190215867433,4.0943445622221,4.02535169073515
,,2008,,,,Ohio,56.145833,74.0,72.5,,,,4.027952466498286,4.30406509320417,4.283586561860629
,,2008,,,,Pennsylvania,58.416667000000004,65.0,65.0,,,,4.0676012429527235,4.174387269895637,4.174387269895637
,,2008,,,,Rhode Island,51.708333499999995,65.0,63.25,,,,3.9456189580798684,4.174387269895637,4.1470951276076295
,,2008,,,,Utah,44.671296222222225,59.0,54.111111111111114,,,,3.799331152678016,4.07753744390572,3.9910395457463705
,,2008,,,,Vermont,50.5533332,64.6,60.84000000000001,,,,3.923028881967201,4.168214410788556,4.1082474673910925
,,2008,,,,Washington,43.328525692307686,54.2,47.715384615384615,,,,3.768811210070428,3.9926809084456005,3.865253874517535
,,2008,,,,Wisconsin,61.439814833333344,77.0,72.0,,,,4.118058075054494,4.343805421853684,4.276666119016055
,,2010,,,,Country Of Mexico,56.14415114285714,92.0,66.57142857142857,,,,4.027922510894395,4.5217885770490405,4.198275485070332
,,2010,,,,District Of Columbia,43.145833,50.6,50.6,,,,3.764585842761957,3.92395157629342,3.92395157629342
,,2010,,,,Maine,37.236111,45.0,42.0,,,,3.6172790162359427,3.8066624897703196,3.7376696182833684
,,2010,,,,Massachusetts,40.02243576923077,50.0,47.07692307692308,,,,3.689440191102331,3.912023005428146,3.8517829250507893
,,2010,,,,Michigan,37.97500005714285,52.0,48.114285714285714,,,,3.6369280499865857,3.9512437185814275,3.8735791333128584
,,2010,,,,Minnesota,42.041666500000005,54.0,53.5,,,,3.7386611860413423,3.9889840465642745,3.979681653901961
,,2010,,,,Montana,52.12962977777778,73.0,66.55555555555556,,,,3.953733496851435,4.290459441148391,4.19803702077923
,,2010,,,,New Jersey,37.875,49.0,49.0,,,,3.634291263829533,3.8918202981106265,3.8918202981106265
,,2010,,,,New Mexico,51.98903505263157,71.0,65.47368421052632,,,,3.95103283197394,4.2626798770413155,4.1816482941326845
,,2010,,,,Rhode Island,39.608695999999995,51.0,49.25,,,,3.679048690112367,3.9318256327243257,3.8969093676180977
,,2010,,,,Tennessee,53.38068175,68.0,61.5,,,,3.977448915532139,4.219507705176107,4.119037174812473
,,2010,,,,Texas,60.89406254054051,81.0,67.50450450450451,,,,4.109135674733663,4.394449154672439,4.212194329051977
,,2010,,,,Virginia,35.5,50.0,44.0,,,,3.56953269648137,3.912023005428146,3.784189633918261
